Year,DOY,TIME,Fc,NEE,H,LE,WS,USt,Rg_1,Rg,Rg_out,Rgl,Rgl_out,PPFD,Ta,Rh,Ts,Tw
2009,1,1430,-99999,-99999,-99999,-99999,5.081203,0.4550811,175.54,-99999,-99999,-99999,-99999,377.5728792,25.37642,77.62676409,25.5248,25.14223
2009,1,1500,-2.378329545,-2.378329545,10.10881,113.743,5.205829,0.3064726,159.58,-99999,-99999,-99999,-99999,343.6832476,25.03241,78.0376268,25.59641,25.13262
2009,1,1530,-0.393667045,-0.393667045,4.905209,86.24805,4.477295,0.2913542,193.2,-99999,-99999,-99999,-99999,415.0723086,25.06104,76.2674244,25.46295,25.22567
2009,1,1600,-99999,-99999,9.427066,30.48889,3.429456,0.3398305,76.37,-99999,-99999,-99999,-99999,166.9942599,24.65261,80.33075282,25.49501,24.4197
2009,1,1630,-99999,-99999,1.244687,7.054706,2.555701,0.2800261,123.33,-99999,-99999,-99999,-99999,266.709617,24.62593,81.02262191,25.37416,24.67459
2009,1,1700,0.354898864,0.354898864,-8.942857,76.97225,3.72428,0.3464744,51.73,-99999,-99999,-99999,-99999,114.6734252,24.93396,76.41633061,25.21962,24.18734
2009,1,1730,-99999,-99999,3.605832,56.49474,4.071827,0.3940704,26.37,-99999,-99999,-99999,-99999,60.82373489,24.54511,76.5891766,25.08527,23.84658
2009,1,1800,0.87884,0.87884,-4.378523,48.96613,3.368091,0.3037332,7.72,-99999,-99999,-99999,-99999,21.22212906,23.89116,80.01527261,24.92365,23.44869
2009,1,1830,-99999,-99999,-16.40301,41.87299,4.440491,0.3656648,0,-99999,-99999,-99999,-99999,0,24.2992,77.37863534,24.64263,23.16057
2009,1,1900,-99999,-99999,-13.5126,51.55655,3.385718,0.2270568,0,-99999,-99999,-99999,-99999,0,23.90993,79.508433,24.46823,22.65918
2009,1,1930,-99999,-99999,-15.66504,-99999,2.663387,0.2174221,0,-99999,-99999,-99999,-99999,0,24.17346,77.46713005,24.17939,22.74245
2009,1,2000,-99999,-99999,-25.59868,-99999,3.907197,0.3992995,0,-99999,-99999,-99999,-99999,0,23.98508,78.24290492,24.02795,22.70296
2009,1,2030,0.443910227,0.443910227,-23.25795,57.61574,4.001531,0.354145,0,-99999,-99999,-99999,-99999,0,23.87774,78.48085883,23.88474,22.72815
2009,1,2100,1.519857727,1.519857727,-21.09372,40.94127,4.362621,0.2976034,0,-99999,-99999,-99999,-99999,0,23.98506,76.66530515,23.71663,22.66237
2009,1,2130,1.036392273,1.036392273,-14.17551,25.20658,4.249807,0.29413,0,-99999,-99999,-99999,-99999,0,23.85868,77.09641802,23.66885,22.57979
2009,1,2200,2.011309545,2.011309545,-25.30158,36.87013,4.122332,0.3923921,0,-99999,-99999,-99999,-99999,0,23.79635,76.74280871,23.50105,22.53755
2009,1,2230,0.354434773,0.354434773,-19.2188,42.49982,3.289125,0.3063365,0,-99999,-99999,-99999,-99999,0,23.85139,75.80326526,23.39223,22.50234
2009,1,2300,0.427970455,0.427970455,-18.75128,32.29622,3.409592,0.2830586,0,-99999,-99999,-99999,-99999,0,23.88758,75.06780558,23.30861,22.48658
2009,1,2330,0.887025682,0.887025682,-17.0117,31.96289,3.568397,0.2503148,0,-99999,-99999,-99999,-99999,0,23.76109,75.25179786,23.24283,22.42032
2009,1,2400,1.065998864,1.065998864,-18.89216,39.87727,4.267247,0.3428279,0,-99999,-99999,-99999,-99999,0,23.44905,76.50914852,23.17188,22.28526
2009,2,30,-99999,-99999,-15.43933,12.57816,3.068084,0.2834282,0,-99999,-99999,-99999,-99999,0,23.22396,77.36091066,23.10284,22.20737
2009,2,100,0.737145909,0.737145909,-9.55382,23.51749,2.847061,0.2052926,0,-99999,-99999,-99999,-99999,0,23.19567,77.81147537,23.01231,22.19539
2009,2,130,0.446780227,0.446780227,-9.194038,18.05681,2.714997,0.1767278,0,-99999,-99999,-99999,-99999,0,23.31306,77.49722956,22.93868,22.21585
2009,2,200,0.546204318,0.546204318,-9.924344,19.9256,2.69036,0.1525894,0,-99999,-99999,-99999,-99999,0,23.33234,77.62729106,22.90493,22.22799
2009,2,230,-99999,-99999,-22.58242,5.195683,4.263668,0.2801223,0,-99999,-99999,-99999,-99999,0,23.42215,76.25942234,22.89777,21.93935
2009,2,300,2.115176364,2.115176364,-24.7541,34.10405,4.633552,0.3429013,0,-99999,-99999,-99999,-99999,0,23.58322,73.37369913,22.79164,22.03574
2009,2,330,1.507310455,1.507310455,-33.75525,60.3711,5.188491,0.4480638,0,-99999,-99999,-99999,-99999,0,23.63354,70.93144762,22.67799,21.94951
2009,2,400,-99999,-99999,-11.0735,82.85547,3.896147,0.3242341,0,-99999,-99999,-99999,-99999,0,23.44889,72.18731924,22.62122,21.8601
2009,2,430,-99999,-99999,-35.45173,-99999,4.226419,0.4295382,0,-99999,-99999,-99999,-99999,0,23.0786,73.78486926,22.66419,21.11112
2009,2,500,-99999,-99999,-33.92497,67.36226,4.688457,0.4318132,0,-99999,-99999,-99999,-99999,0,22.69983,75.77836351,22.53977,21.03743
2009,2,530,1.934145909,1.934145909,-18.46794,22.62212,3.612974,0.3055865,0,-99999,-99999,-99999,-99999,0,22.57333,76.46045111,22.39705,21.08064
2009,2,600,0.904299773,0.904299773,-19.95008,29.89705,3.856717,0.3033146,0,-99999,-99999,-99999,-99999,0,22.96214,74.62480571,22.22564,21.42564
2009,2,630,1.719016364,1.719016364,-34.9401,53.03387,4.96081,0.4657188,0,-99999,-99999,-99999,-99999,0,23.29754,71.34996688,22.17956,21.50801
2009,2,700,1.551624318,1.551624318,-36.17214,49.547,4.7781,0.4123109,0.17,-99999,-99999,-99999,-99999,5.190379785,23.35726,69.99728458,22.14429,21.5187
2009,2,730,0.745242045,0.745242045,-22.40144,34.05281,4.032557,0.3346651,15.87,-99999,-99999,-99999,-99999,38.52792464,23.22726,71.56046534,22.1232,21.59563
2009,2,800,0.281381591,0.281381591,-21.99267,32.38091,3.335735,0.290419,41.07,-99999,-99999,-99999,-99999,92.03786924,23.13501,72.99012466,22.1329,21.83557
2009,2,830,-0.851036136,-0.851036136,-10.14208,46.38577,3.333708,0.2949343,108.2,-99999,-99999,-99999,-99999,234.5824161,23.22132,72.42005468,22.20904,22.3429
2009,2,900,-0.691044773,-0.691044773,-5.663366,67.41219,3.746842,0.330004,145.88,-99999,-99999,-99999,-99999,314.5925237,23.48302,70.54318573,22.34728,22.67653
2009,2,930,-2.377029545,-2.377029545,8.563171,112.2689,4.906359,0.4522379,354.6,-99999,-99999,-99999,-99999,757.7907633,23.79901,68.67196076,22.53917,23.6241
2009,2,1000,-2.346438636,-2.346438636,17.47808,150.6862,5.941795,0.5007038,253.9,-99999,-99999,-99999,-99999,543.963326,24.11362,68.0241734,22.92424,24.08567
2009,2,1030,-1.661531364,-1.661531364,16.76432,118.4874,5.107154,0.4485949,254.6,-99999,-99999,-99999,-99999,545.4497133,23.9335,68.80261032,23.27794,23.98212
2009,2,1100,-1.525326136,-1.525326136,20.00156,103.9252,4.737107,0.389058,249.4,-99999,-99999,-99999,-99999,534.4079787,23.91927,69.38314187,23.47841,24.12647
2009,2,1130,-2.770838636,-2.770838636,27.71232,140.986,4.511561,0.3992401,304.6,-99999,-99999,-99999,-99999,651.6202383,23.89791,69.83193288,23.68059,24.53215
2009,2,1200,-99999,-99999,22.25231,99.49659,4.616032,0.4509706,233.1,-99999,-99999,-99999,-99999,499.7963876,23.68702,71.18623807,23.92048,23.90718
2009,2,1230,-99999,-99999,51.88831,175.3239,5.519335,0.4418958,442.3,-99999,-99999,-99999,-99999,944.0138642,24.03643,70.09007642,24.0087,25.38861
2009,2,1300,-1.1210775,-1.1210775,4.207518,155.0812,5.509428,0.4472482,241.1,-99999,-99999,-99999,-99999,516.7836716,24.01414,68.78423163,24.36959,24.40656
2009,2,1330,-1.731538182,-1.731538182,14.04494,131.7048,4.992248,0.3622616,237.6,-99999,-99999,-99999,-99999,509.3517348,23.81914,69.3453255,24.39394,24.14842
2009,2,1400,-3.674288636,-3.674288636,4.911081,203.7612,5.009074,0.3577195,114.83,-99999,-99999,-99999,-99999,248.6606277,23.26905,71.86931652,24.35684,22.94395
2009,2,1430,-99999,-99999,-7.024587,75.56657,4.400327,0.3981164,201.6,-99999,-99999,-99999,-99999,432.9089568,23.12812,70.57898273,24.10445,23.00437
2009,2,1500,-0.310145227,-0.310145227,8.946489,99.91763,5.274045,0.3443251,274.4,-99999,-99999,-99999,-99999,587.4932412,23.86403,65.82481791,23.82711,23.69382
2009,2,1530,-2.273084091,-2.273084091,10.50696,150.2413,5.686003,0.4815659,279.3,-99999,-99999,-99999,-99999,597.8979527,24.03136,64.3676115,23.86003,23.73092
2009,2,1600,-0.530720227,-0.530720227,-14.04618,160.667,5.789607,0.4692988,178,-99999,-99999,-99999,-99999,382.796469,23.68533,66.54234348,23.90662,23.19711
2009,2,1630,-1.778144318,-1.778144318,-1.577592,136.6797,4.52783,0.4222439,162.97,-99999,-99999,-99999,-99999,350.8816092,23.52015,68.71953609,23.87202,23.37126
2009,2,1700,-0.276617273,-0.276617273,-11.31555,111.352,5.400069,0.4588335,90.94,-99999,-99999,-99999,-99999,197.9323509,23.57012,65.60382286,23.74546,22.70816
2009,2,1730,0.271853409,0.271853409,-16.93744,79.63878,4.705482,0.4045567,47.7,-99999,-99999,-99999,-99999,106.1160809,23.33252,65.88997924,23.50938,22.14482
2009,2,1800,1.066979545,1.066979545,-23.01162,68.9857,4.486974,0.3813917,9.28,-99999,-99999,-99999,-99999,24.53464944,23.10212,66.67400788,23.20656,21.75116
2009,2,1830,1.283896136,1.283896136,-23.51533,67.12969,4.137868,0.34923,0.17,-99999,-99999,-99999,-99999,5.190379785,22.94977,67.34520509,22.90458,21.492
2009,2,1900,1.704646136,1.704646136,-33.29686,72.58949,4.627774,0.4230799,0,-99999,-99999,-99999,-99999,0,22.99632,64.9953314,22.61188,21.19017
2009,2,1930,1.486452727,1.486452727,-26.94452,52.01895,4.111418,0.3617792,0,-99999,-99999,-99999,-99999,0,22.85405,65.65098238,22.36778,21.04903
2009,2,2000,1.325520455,1.325520455,-29.54858,46.85644,4.140125,0.3604429,0,-99999,-99999,-99999,-99999,0,22.82285,65.47602385,22.14125,20.90167
2009,2,2030,1.142330455,1.142330455,-21.81984,38.63225,3.239573,0.2690737,0,-99999,-99999,-99999,-99999,0,22.76191,66.0317084,21.95506,20.91872
2009,2,2100,1.233107727,1.233107727,-26.22379,45.52523,3.781414,0.3350786,0,-99999,-99999,-99999,-99999,0,22.88764,65.06284759,21.82747,20.92572
2009,2,2130,1.786901136,1.786901136,-35.42556,56.94242,4.31433,0.3767216,0,-99999,-99999,-99999,-99999,0,22.88662,64.97174687,21.7236,20.84933
2009,2,2200,1.672710909,1.672710909,-37.61778,65.42988,4.68625,0.4093146,0,-99999,-99999,-99999,-99999,0,22.86501,63.24706368,21.59766,20.75318
2009,2,2230,1.171460682,1.171460682,-30.37177,42.79205,4.151168,0.3310356,0,-99999,-99999,-99999,-99999,0,22.72371,63.47939716,21.48891,20.51213
2009,2,2300,1.267189091,1.267189091,-34.188,34.38703,3.037087,0.260308,0,-99999,-99999,-99999,-99999,0,22.48367,63.26904472,21.36665,20.1991
2009,2,2330,0.699508409,0.699508409,-23.07365,30.45956,2.711195,0.2018943,0,-99999,-99999,-99999,-99999,0,22.44447,62.13630433,21.17316,20.00483
2009,2,2400,0.839761136,0.839761136,-21.97662,34.54675,2.40273,0.1784203,0,-99999,-99999,-99999,-99999,0,22.35886,63.38319959,21.00174,19.98866
2009,3,30,0.301985227,0.301985227,-16.24625,37.19267,3.024797,0.1206566,0,-99999,-99999,-99999,-99999,0,22.23299,66.82247317,20.89271,20.15927
2009,3,100,0.514280455,0.514280455,-15.25139,24.86008,2.958942,0.1567806,0,-99999,-99999,-99999,-99999,0,22.08135,70.04762902,20.88044,20.32936
2009,3,130,-99999,-99999,-28.38675,9.671534,4.664138,0.4262373,0,-99999,-99999,-99999,-99999,0,21.38756,73.96911345,20.97701,20.07991
2009,3,200,0.849539773,0.849539773,-11.81471,22.18452,2.808405,0.1809967,0,-99999,-99999,-99999,-99999,0,21.19682,75.64858941,20.93868,20.14919
2009,3,230,0.872566364,0.872566364,-13.56447,18.03172,2.520182,0.1889293,0,-99999,-99999,-99999,-99999,0,21.23042,76.67120621,20.92375,20.14907
2009,3,300,0.648628182,0.648628182,-14.3618,14.8333,2.047743,0.140039,0,-99999,-99999,-99999,-99999,0,21.19688,76.32528604,20.90803,19.90226
2009,3,330,0.450194318,0.450194318,-8.76277,7.38294,1.746645,0.08564147,0,-99999,-99999,-99999,-99999,0,21.19994,75.20148739,20.8117,19.71093
2009,3,400,0.023088,0.023088,-8.016956,10.91946,2.217002,0.07366831,0,-99999,-99999,-99999,-99999,0,21.1559,74.6751094,20.7031,19.67047
2009,3,430,0.448149773,0.448149773,-15.91782,12.36951,2.798494,0.1520311,0,-99999,-99999,-99999,-99999,0,21.24399,73.95276889,20.5811,19.6003
2009,3,500,0.7204775,0.7204775,-23.34893,13.3042,2.808138,0.1586176,0,-99999,-99999,-99999,-99999,0,21.42437,73.21511891,20.4891,19.69483
2009,3,530,0.662703409,0.662703409,-15.09662,15.67341,2.681649,0.1284757,0,-99999,-99999,-99999,-99999,0,21.45171,74.16728897,20.45678,19.92651
2009,3,600,0.899993409,0.899993409,-20.41144,30.05498,3.153611,0.2144576,0,-99999,-99999,-99999,-99999,0,21.55324,70.8672947,20.48991,19.91916
2009,3,630,-0.095210114,-0.095210114,-16.41261,28.24545,3.912594,0.2508474,0,-99999,-99999,-99999,-99999,0,21.30885,74.20790482,20.54555,19.88368
2009,3,700,0.099399205,0.099399205,-18.33682,17.50058,2.533509,0.2056843,0.43,-99999,-99999,-99999,-99999,5.742466515,20.98042,76.82377677,20.59928,19.93411
2009,3,730,-99999,-99999,-18.71246,79.81394,3.264862,0.3309462,25.07,-99999,-99999,-99999,-99999,58.06330124,20.5318,80.86196859,20.64172,19.6822
2009,3,800,0.133848341,0.133848341,-6.283803,20.68903,2.324177,0.1761408,76.24,-99999,-99999,-99999,-99999,166.7182165,20.82729,79.0350599,20.6104,20.31444
2009,3,830,-0.485164545,-0.485164545,-14.20728,63.90963,3.735972,0.3403465,172.81,-99999,-99999,-99999,-99999,371.7759685,21.91408,72.41753521,20.65782,21.16152
2009,3,900,-2.597095455,-2.597095455,29.63009,105.5456,3.3006,0.2831215,467,-99999,-99999,-99999,-99999,996.4621035,23.06011,68.89360954,20.94346,23.91331
2009,3,930,-99999,-99999,27.13121,89.20398,4.257241,0.3140216,311.9,-99999,-99999,-99999,-99999,667.121135,22.7129,72.95142002,21.89609,24.24696
2009,3,1000,-3.481954545,-3.481954545,70.7313,234.3791,5.817104,0.5422455,679.3,-99999,-99999,-99999,-99999,1447.262153,24.24276,64.43957722,22.52396,26.69008
2009,3,1030,-3.751575,-3.751575,47.74929,190.4631,5.433875,0.4721496,371.6,-99999,-99999,-99999,-99999,793.8887418,24.27438,63.93784239,23.33517,25.39733
2009,3,1100,-4.305595455,-4.305595455,54.02816,209.7712,5.556503,0.5088824,489.9,-99999,-99999,-99999,-99999,1045.088204,24.34013,63.96520156,23.61775,25.4059
2009,3,1130,-4.502547727,-4.502547727,62.85986,240.0713,5.536338,0.5007293,540.2,-99999,-99999,-99999,-99999,1151.895752,24.80624,63.19264675,23.95201,26.32773
2009,3,1200,-3.928622727,-3.928622727,55.66044,212.7375,5.050538,0.4733565,478.8,-99999,-99999,-99999,-99999,1021.518347,24.99224,63.03062243,24.38265,26.42922
2009,3,1230,-99999,-99999,-99999,322.862,6.118008,0.5456628,529.4,-99999,-99999,-99999,-99999,1128.962919,25.10227,62.26684174,24.77612,26.18679
2009,3,1300,-4.649384091,-4.649384091,14.33357,351.4042,4.969924,0.5121385,671.6,-99999,-99999,-99999,-99999,1430.911892,24.9759,63.06126126,25.11569,27.15508
2009,3,1330,-3.078552273,-3.078552273,35.41833,323.262,5.194385,0.5071774,596.7,-99999,-99999,-99999,-99999,1271.868445,25.03966,62.96247086,25.41752,26.2508
2009,3,1400,-2.485168182,-2.485168182,21.55569,342.4034,5.360926,-99999,415.3,-99999,-99999,-99999,-99999,886.6817807,24.78125,64.08322342,25.55733,25.98104
2009,3,1430,-3.250286364,-3.250286364,93.4795,303.2116,5.779642,0.5207795,515.2,-99999,-99999,-99999,-99999,1098.81049,25.44468,59.67648595,25.60451,26.69086
2009,3,1500,-3.387356818,-3.387356818,96.02339,357.3348,5.65125,0.4973744,697.7,-99999,-99999,-99999,-99999,1486.332906,25.89322,58.21754558,25.94881,27.16875
2009,3,1530,-1.025827955,-1.025827955,25.85231,247.1402,5.479305,0.5024258,317.1,-99999,-99999,-99999,-99999,678.1628696,25.09476,61.66620788,26.3557,25.54035
2009,3,1600,-2.246937955,-2.246937955,48.04349,250.8568,5.509223,0.5084644,374.7,-99999,-99999,-99999,-99999,800.4713144,25.27982,59.79503482,26.0115,25.67844
2009,3,1630,-0.143034,-0.143034,-0.4207367,144.852,4.825639,0.4055297,140.55,-99999,-99999,-99999,-99999,303.2747458,24.67292,62.07656436,25.82479,24.35382
2009,3,1700,-0.234091364,-0.234091364,-6.181003,110.9093,4.278738,0.4026673,112.1,-99999,-99999,-99999,-99999,242.8637171,24.30887,63.12660547,25.26402,23.75041
2009,3,1730,0.587359091,0.587359091,3.152455,122.196,4.749789,0.4442735,53.21,-99999,-99999,-99999,-99999,117.8160727,23.76826,64.27155468,24.71899,22.79766
2009,3,1800,1.388864318,1.388864318,-7.143105,34.52942,2.928126,0.2755274,20.64,-99999,-99999,-99999,-99999,48.65659272,22.58624,73.61840648,24.29046,22.28211
2009,3,1830,0.480987273,0.480987273,-3.354156,15.08957,1.927953,0.1224665,0,-99999,-99999,-99999,-99999,0,22.39823,76.24223396,23.82746,21.99867
2009,3,1900,-99999,-99999,-5.449884,45.41827,2.314354,0.1346671,0,-99999,-99999,-99999,-99999,0,22.58304,74.18803184,23.40611,21.75814
2009,3,1930,-99999,-99999,-16.63299,67.27097,3.301761,0.3636476,0,-99999,-99999,-99999,-99999,0,21.82847,78.31062341,23.14601,20.685
2009,3,2000,0.421783636,0.421783636,-9.366957,27.05054,2.027846,0.09578597,0,-99999,-99999,-99999,-99999,0,21.9923,76.39853621,22.76961,20.68003
2009,3,2030,0.449757273,0.449757273,-5.997922,9.800949,1.668568,0.09300176,0,-99999,-99999,-99999,-99999,0,21.96372,76.14914194,22.51852,20.70564
2009,3,2100,0.570086364,0.570086364,-7.913217,11.11887,1.787817,0.1104257,0,-99999,-99999,-99999,-99999,0,21.92696,75.78896782,22.29883,20.58609
2009,3,2130,0.500722045,0.500722045,-8.971952,13.84895,1.888804,0.1205788,0,-99999,-99999,-99999,-99999,0,21.70416,76.15583009,22.10843,20.42076
2009,3,2200,0.646586591,0.646586591,-6.956312,7.36243,1.588105,0.09132351,0,-99999,-99999,-99999,-99999,0,21.70994,75.71415206,21.92348,20.28624
2009,3,2230,1.651652045,1.651652045,-15.34576,14.50331,1.799318,0.0624131,0,-99999,-99999,-99999,-99999,0,21.82584,74.88542188,21.75417,20.20593
2009,3,2300,1.018043864,1.018043864,-9.821203,9.156128,1.589167,0.1031559,0,-99999,-99999,-99999,-99999,0,21.8522,73.766224,21.61318,20.04437
2009,3,2330,1.234172955,1.234172955,-13.50375,9.974139,1.733236,0.09229201,0,-99999,-99999,-99999,-99999,0,21.74212,73.95163886,21.45939,19.93034
2009,3,2400,1.057145682,1.057145682,-12.64641,8.668724,1.946982,0.1230139,0,-99999,-99999,-99999,-99999,0,21.68075,74.44152774,21.31426,19.83917
2009,4,30,1.423816136,1.423816136,-14.93667,8.611384,1.82404,0.1322918,0,-99999,-99999,-99999,-99999,0,21.91197,73.57367791,21.16362,19.85619
2009,4,100,0.980401591,0.980401591,-11.04975,5.629644,1.906011,0.0952408,0,-99999,-99999,-99999,-99999,0,21.7773,74.86849144,21.07043,19.82275
2009,4,130,0.400123409,0.400123409,-8.218396,4.803646,1.755703,0.08850835,0,-99999,-99999,-99999,-99999,0,21.68071,75.65268486,20.9931,19.76597
2009,4,200,-0.943169091,-0.943169091,1.393274,1.72198,1.398643,0.07091381,0,-99999,-99999,-99999,-99999,0,21.68509,75.72925595,20.91456,19.77728
2009,4,230,0.525124545,0.525124545,-11.15655,4.708305,1.84077,0.104316,0,-99999,-99999,-99999,-99999,0,21.69339,76.08573118,20.83175,19.75385
2009,4,300,1.061726591,1.061726591,-9.256468,2.48895,1.518396,0.09787284,0,-99999,-99999,-99999,-99999,0,21.31335,78.35778544,20.79306,19.58517
2009,4,330,1.765982045,1.765982045,-16.078,4.485201,1.801905,0.08831321,0,-99999,-99999,-99999,-99999,0,21.25296,78.80008864,20.71506,19.54748
2009,4,400,1.829377955,1.829377955,-20.15301,5.733489,1.904094,0.13481,0,-99999,-99999,-99999,-99999,0,21.18238,78.48011982,20.62432,19.48508
2009,4,430,1.287005455,1.287005455,-13.54457,4.989878,1.97863,0.117175,0,-99999,-99999,-99999,-99999,0,21.16728,78.04053727,20.56155,19.47293
2009,4,500,0.922119318,0.922119318,-11.32397,4.220958,1.766951,0.1121741,0,-99999,-99999,-99999,-99999,0,21.16802,77.41713159,20.50047,19.37814
2009,4,530,0.750515,0.750515,-7.097793,3.355728,1.64244,0.06508029,0,-99999,-99999,-99999,-99999,0,21.19479,76.89533053,20.45565,19.28855
2009,4,600,1.425052955,1.425052955,-10.54979,3.435159,1.572097,0.08473121,0,-99999,-99999,-99999,-99999,0,21.02941,77.403751,20.39619,19.18159
2009,4,630,1.367078864,1.367078864,-13.19283,5.091116,1.805092,0.1029003,0,-99999,-99999,-99999,-99999,0,21.24321,76.66706531,20.30926,19.22938
2009,4,700,0.659260455,0.659260455,-11.11276,4.634433,1.781613,0.1036002,2.52,-99999,-99999,-99999,-99999,10.18039446,21.73187,74.68842282,20.23534,19.60662
2009,4,730,0.408568409,0.408568409,-8.62077,4.85524,1.697972,0.07967614,20.21,-99999,-99999,-99999,-99999,47.74352621,21.87405,74.46110216,20.29973,19.8153
2009,4,800,-0.143639364,-0.143639364,-6.095616,14.36053,1.506434,0.1010276,124.63,-99999,-99999,-99999,-99999,269.4700506,22.44915,72.85773792,20.39268,20.69536
2009,4,830,-0.420878182,-0.420878182,-0.8382714,36.7888,2.111891,0.1188921,217.5,-99999,-99999,-99999,-99999,466.6711838,23.19103,71.51062144,20.67039,23.03504
2009,4,900,-0.829110455,-0.829110455,7.532132,49.53537,2.140913,0.1431672,221.7,-99999,-99999,-99999,-99999,475.5895079,23.42612,72.46541611,21.23662,23.97053
2009,4,930,-0.708083636,-0.708083636,20.10754,79.77589,3.022141,0.1605862,419.1,-99999,-99999,-99999,-99999,894.7507406,24.06504,72.75890146,21.90045,26.21478
