year,DOY,TIME,Fc,Sc,H,LE,Ust,ZL,Rg,Rg_out,Rn,Rd,PPFD,APAR,WD,WS,PA,Ta,Rh,VPD,Ho,PPT,Co,Ts_1cm,Ts_5cm,Ts_10cm,Ts_20cm,Ts_40cm,G,WL,SWC_0_5cm,SWC_0_10cm,SWC_0_20cm,HEIGHTV,EC_height,Ta_height
YYYY,integer,HHMM,micromol m-2 s-1,micromol m-2 s-1,W m-2,W m-2,m s-1,-,W m-2,W m-2,W m-2,W m-2,micromol m-2 s-1,micromol m-2 s-1,degrees,m s-1,kPa,degrees C,%,kPa,mm ,mm ,ppm,degrees C,degrees C,degrees C,degrees C,degrees C,W m-2,mm,m3 m-3,m3 m-3,m3 m-3,m,m,m
2006,353,330,-99999,-99999,-99999,-99999,0.034,-99999,0,0,-16.231,-99999,0,-99999,336.34,0.524,103.11,1.127,84.978,0.1,5.492,0,426.971,2.479,3.42,4.836,7.344,-99999,-99999,-99999,0.489,0.462,0.505,0,3.16,3.75
2006,353,400,-99999,-99999,-99999,-99999,0.042,-99999,0,0,-18.034,-99999,0,-99999,381.19,0.654,103.09,1.142,86.385,0.09,5.591,0,428.012,2.513,3.445,4.824,7.293,-99999,-99999,-99999,0.49,0.462,0.504,0,3.16,3.75
2006,353,430,-99999,-99999,-1.281,2.972,0.007,0.026,0,0,-16.658,-99999,0,-99999,373.39,0.613,103.07,1.23,83.099,0.113,5.412,0,418.759,2.509,3.46,4.817,7.252,-99999,-99999,-99999,0.489,0.462,0.503,0,3.16,3.75
2006,353,500,-99999,-99999,-99999,-99999,0.015,-99999,0,0,-15.145,-99999,0,-99999,257.84,0.244,103.08,1.532,78.879,0.144,5.249,0,412.719,2.581,3.478,4.814,7.22,-99999,-99999,-99999,0.487,0.461,0.505,0,3.16,3.75
2006,353,530,-99999,-99999,1.106,-99999,0.03,-2.422,0.095,1.275,-14.675,-99999,0,-99999,355.29,0.516,103.08,1.694,76.958,0.159,5.181,0,412.645,2.646,3.503,4.8,7.178,-99999,-99999,-99999,0.488,0.46,0.504,0,3.16,3.75
2006,353,600,0.56,-99999,-0.444,1.869,0.043,7.234,0.042,0.88,-11.837,-99999,0,-99999,324.17,1.028,103.12,1.638,77.716,0.153,5.209,0,408.573,2.673,3.532,4.798,7.143,-99999,-99999,-99999,0.487,0.461,0.505,0,3.16,3.75
2006,353,630,-99999,-99999,-99999,-99999,0.046,-99999,0,0,-12.616,-99999,0,-99999,336,0.614,103.16,1.741,78.098,0.152,5.271,0,407.009,2.737,3.553,4.793,7.111,-99999,-99999,-99999,0.486,0.459,0.504,0,3.16,3.75
2006,353,700,-99999,-99999,-99999,-99999,0.052,-99999,2.102,1.126,-13.881,-99999,0,-99999,361.39,0.848,103.17,1.831,76.476,0.164,5.194,0,403.362,2.789,3.586,4.79,7.077,-99999,-99999,-99999,0.487,0.46,0.503,0,3.16,3.75
2006,353,730,-99999,-99999,-2.109,6.392,0.124,35.25,13.876,1.86,-6.426,-99999,20.734,-99999,333.78,1.414,103.19,1.907,75.82,0.169,5.177,0,398.192,2.767,3.61,4.798,7.048,-99999,-99999,-99999,0.486,0.46,0.502,0,3.16,3.75
2006,353,800,-99999,-99999,-99999,-99999,0.113,-99999,29.052,2.73,11.391,-99999,41.292,-99999,331.38,1.756,103.24,2.218,72.873,0.194,5.085,0,397.512,2.812,3.623,4.796,7.008,-99999,-99999,-99999,0.486,0.459,0.502,0,3.16,3.75
2006,353,830,-99999,-99999,-99999,20.416,0.139,-99999,62.016,4.744,41.868,-99999,87.086,-99999,334.82,2.051,103.27,2.58,69.866,0.222,5.001,0,401.008,3.06,3.675,4.789,6.969,-99999,-99999,-99999,0.485,0.459,0.502,0,3.16,3.75
2006,353,900,-99999,-99999,2.512,20.752,0.145,-59.326,94.68,6.634,67.714,-99999,132.93,-99999,335.43,1.897,103.29,2.923,68.527,0.237,5.025,0,403.571,3.548,3.824,4.79,6.937,-99999,-99999,-99999,0.485,0.457,0.502,0,3.16,3.75
2006,353,930,0.061,-99999,1.372,26.736,0.155,-57.685,70.824,4.63,53.351,-99999,104.05,-99999,322.49,2.244,103.31,3.278,68.096,0.246,5.12,0,403.501,3.891,4.066,4.829,6.917,-99999,-99999,-99999,0.483,0.456,0.502,0,3.16,3.75
2006,353,1000,-99999,-99999,7.859,40.413,0.179,-39.59,105.67,7.1,85.144,-99999,153.7,-99999,327.25,2.662,103.32,3.603,64.41,0.281,4.954,0,401.291,4.134,4.275,4.901,6.899,-99999,-99999,-99999,0.482,0.458,0.501,0,3.16,3.75
2006,353,1030,-99999,-99999,2.006,35.832,0.17,-71.169,97.882,6.413,79.297,-99999,145.38,-99999,328.12,2.922,103.3,4.025,59.696,0.328,4.73,0,398.112,4.368,4.482,4.99,6.885,-99999,-99999,-99999,0.483,0.456,0.502,0,3.16,3.75
2006,353,1100,-99999,-99999,-99999,-99999,0.187,-99999,132.71,8.955,108.87,-99999,195.01,-99999,329.05,3.151,103.28,4.306,58.177,0.347,4.703,0,395.113,4.594,4.664,5.088,6.871,-99999,-99999,-99999,0.481,0.456,0.501,0,3.16,3.75
2006,353,1130,0.028,-99999,6.782,42.623,0.205,-58.276,123.62,8.265,101.69,-99999,183.05,-99999,336.48,3.165,103.23,4.52,56.584,0.366,4.645,0,393.328,4.836,4.867,5.191,6.864,-99999,-99999,-99999,0.48,0.455,0.5,0,3.16,3.75
2006,353,1200,-99999,-99999,11.395,53.507,0.195,-37.123,159.55,10.872,133.95,-99999,232.98,-99999,328.16,3.261,103.2,4.717,57.372,0.364,4.777,0,393.591,5.116,5.054,5.299,6.86,-99999,-99999,-99999,0.479,0.455,0.5,0,3.16,3.75
2006,353,1230,0.41,-99999,11.24,50.209,0.204,-40.76,128.84,8.27,104.78,-99999,188.73,-99999,327.17,2.963,103.2,4.913,60.485,0.342,5.108,0,395.327,5.521,5.299,5.411,6.863,-99999,-99999,-99999,0.477,0.453,0.498,0,3.16,3.75
2006,353,1300,1.024,-99999,1.523,47.752,0.176,-82.821,71.467,4.559,54.622,-99999,109.73,-99999,324.78,2.942,103.2,4.853,57.181,0.369,4.807,0,392.654,5.368,5.494,5.547,6.882,-99999,-99999,-99999,0.479,0.452,0.499,0,3.16,3.75
2006,353,1330,-99999,-99999,5.431,34.416,0.167,-33.64,126.55,8.983,100.11,-99999,182.21,-99999,326.56,2.294,103.19,5.144,59.812,0.354,5.133,0,394.577,5.46,5.54,5.659,6.886,-99999,-99999,-99999,0.477,0.454,0.498,0,3.16,3.75
2006,353,1400,-99999,-99999,-99999,-99999,0.109,-99999,125.19,8.212,94.808,-99999,179.17,-99999,334.69,2.006,103.19,5.485,56.54,0.392,4.969,0,392.285,6.009,5.718,5.754,6.898,-99999,-99999,-99999,0.476,0.452,0.497,0,3.16,3.75
2006,353,1430,-99999,-99999,1.927,28.198,0.083,-14.729,80.989,5.453,57.461,-99999,118.8,-99999,330.72,1.485,103.17,5.665,53.695,0.423,4.778,0,388.975,5.99,5.924,5.866,6.929,-99999,-99999,-99999,0.476,0.451,0.498,0,3.16,3.75
2006,353,1500,0.409,-99999,0.476,28.173,0.054,-8.034,65.329,4.472,42.696,-99999,94.677,-99999,340.88,1.402,103.2,5.91,52.365,0.442,4.738,0,387.712,6.043,6.016,5.975,6.949,-99999,-99999,-99999,0.475,0.452,0.496,0,3.16,3.75
2006,353,1530,-99999,-99999,-99999,32.37,0.043,-99999,51.214,3.787,25.866,-99999,72.571,-99999,344.16,0.858,103.21,6.026,52.603,0.444,4.797,0,387.202,6.037,6.082,6.078,6.974,-99999,-99999,-99999,0.475,0.449,0.495,0,3.16,3.75
2006,353,1600,0.091,-99999,0.346,20.56,0.045,-4.568,60.461,7.87,19.18,-99999,68.694,-99999,348.34,0.755,103.22,6.128,52.708,0.446,4.841,0,387.2,6.109,6.129,6.16,7.001,-99999,-99999,-99999,0.475,0.451,0.497,0,3.16,3.75
2006,353,1630,-99999,-99999,-99999,1.845,0.035,-99999,19.589,2.678,-44.846,-99999,27.01,-99999,404.14,0.476,103.21,6.031,51.675,0.453,4.714,0,387.332,5.814,6.125,6.228,7.028,-99999,-99999,-99999,0.475,0.45,0.496,0,3.16,3.75
2006,353,1700,-99999,-99999,-99999,-99999,0.045,-99999,0,0,-72.032,-99999,0,-99999,386.67,0.393,103.23,5.054,61.234,0.342,5.221,0,392.292,5.082,5.969,6.304,7.082,-99999,-99999,-99999,0.473,0.45,0.498,0,3.16,3.75
2006,353,1730,-99999,-99999,-99999,2.089,0.026,-99999,0,0,-68.706,-99999,0,-99999,388.59,0.636,103.24,3.276,72.867,0.21,5.484,0,400.069,4.269,5.639,6.318,7.122,-99999,-99999,-99999,0.476,0.449,0.497,0,3.16,3.75
2006,353,1800,-99999,-99999,-99999,-99999,0.015,-99999,0,0,-68.292,-99999,0,-99999,350.25,0.499,103.27,1.867,81.221,0.132,5.528,0,403.626,3.572,5.219,6.266,7.162,-99999,-99999,-99999,0.475,0.45,0.497,0,3.16,3.75
2006,353,1830,-99999,-99999,-99999,-99999,0.07,-99999,0,0,-67.06,-99999,0,-99999,349.32,0.615,103.31,1.838,78.868,0.148,5.353,0,405.507,3.019,4.823,6.153,7.186,-99999,-99999,-99999,0.476,0.452,0.499,0,3.16,3.75
2006,353,1900,-99999,-99999,-99999,-99999,0.06,-99999,0,0,-67.505,-99999,0,-99999,221.82,0.316,103.31,1.395,80.496,0.132,5.292,0,411.004,2.566,4.465,6.016,7.214,-99999,-99999,-99999,0.477,0.451,0.498,0,3.16,3.75
2006,353,1930,-99999,-99999,-99999,-99999,0.038,-99999,0,0,-66.112,-99999,0,-99999,282.08,0.495,103.32,0.771,84.549,0.1,5.314,0,416.282,2.142,4.12,5.848,7.216,-99999,-99999,-99999,0.479,0.452,0.5,0,3.16,3.75
2006,353,2000,-99999,-99999,-99999,-99999,0.005,-99999,0,0,-64.668,-99999,0,-99999,292.29,0.706,103.32,0.19,86.315,0.085,5.201,0,425.392,1.797,3.801,5.673,7.216,-99999,-99999,-99999,0.48,0.453,0.501,0,3.16,3.75
2006,353,2030,-0.449,-99999,-0.367,1.005,0.026,-1.218,0,0,-60.989,-99999,0,-99999,287.82,0.305,103.32,0.085,86.629,0.082,5.18,0,420.22,1.5,3.52,5.497,7.21,-99999,-99999,-99999,0.478,0.453,0.502,0,3.16,3.75
2006,353,2100,-99999,-99999,-99999,-99999,0.058,-99999,0,0,-52.297,-99999,0,-99999,290.97,0.384,103.33,-0.493,89.76,0.06,5.145,0,428.876,1.232,3.252,5.309,7.183,-99999,-99999,-99999,0.479,0.453,0.501,0,3.16,3.75
2006,353,2130,-99999,-99999,-99999,-99999,0.023,-99999,0,0,-45.149,-99999,0,-99999,291.55,0.356,103.32,-0.74,90.981,0.052,5.122,0,438.541,1,3.013,5.138,7.163,-99999,-99999,-99999,0.478,0.453,0.502,0,3.16,3.75
2006,353,2200,-99999,-99999,-99999,3.18,0.01,-99999,0,0,-40.285,-99999,0,-99999,292.31,0.413,103.32,-0.978,91.464,0.049,5.059,0,434.139,0.867,2.788,4.962,7.127,-99999,-99999,-99999,0.478,0.453,0.5,0,3.16,3.75
2006,353,2230,-99999,-99999,-99999,-99999,0.028,-99999,0,0,-34.821,-99999,0,-99999,300.52,0.91,103.32,-0.62,90.472,0.056,5.138,0,428.172,0.887,2.629,4.793,7.086,-99999,-99999,-99999,0.477,0.452,0.502,0,3.16,3.75
2006,353,2300,1.548,-99999,-99999,6.456,0.039,-99999,0,0,-29.304,-99999,0,-99999,296.74,0.601,103.31,0.135,86.25,0.085,5.176,0,418.565,0.842,2.496,4.634,7.033,-99999,-99999,-99999,0.477,0.453,0.502,0,3.16,3.75
2006,353,2330,1.529,-99999,-5.956,0.384,0.018,0.122,0,0,-29.324,-99999,0,-99999,291.38,0.874,103.31,0.25,84.914,0.094,5.139,0,420.425,0.803,2.389,4.496,6.985,-99999,-99999,-99999,0.476,0.45,0.501,0,3.16,3.75
2006,353,2400,-99999,-99999,-99999,-0.262,0.011,-99999,0,0,-30.419,-99999,0,-99999,313.51,0.522,103.29,0.213,84.564,0.096,5.105,0,416.768,0.752,2.289,4.37,6.936,-99999,-99999,-99999,0.477,0.452,0.501,0,3.16,3.75
2006,354,30,0.308,-99999,-1.119,1.475,0.027,-1.885,0,0,-25.746,-99999,0,-99999,303.12,0.742,103.29,0.613,80.962,0.122,5.031,0,410.425,0.719,2.199,4.254,6.881,-99999,-99999,-99999,0.477,0.449,0.5,0,3.16,3.75
2006,354,100,0.236,-99999,-99999,-99999,0.08,-99999,0,0,-40.751,-99999,0,-99999,312.58,1.079,103.26,0.077,84.757,0.094,5.067,0,408.737,0.764,2.156,4.151,6.826,-99999,-99999,-99999,0.476,0.451,0.501,0,3.16,3.75
2006,354,130,-99999,-99999,-7.811,-99999,0.062,2.415,0,0,-24.066,-99999,0,-99999,270.52,1.22,103.26,0.313,84.097,0.099,5.115,0,403.843,0.734,2.118,4.063,6.771,-99999,-99999,-99999,0.476,0.45,0.5,0,3.16,3.75
2006,354,200,0.421,-99999,-2.945,-99999,0.115,24.217,0,0,-60.645,-99999,0,-99999,324.47,1.281,103.27,0.3,85.628,0.09,5.203,0,408.479,0.788,2.112,3.993,6.716,-99999,-99999,-99999,0.475,0.449,0.5,0,3.16,3.75
2006,354,230,0.431,-99999,-99999,-99999,0.07,-99999,0,0,-56.585,-99999,0,-99999,351.21,0.765,103.26,0.237,84.404,0.097,5.105,0,406.259,0.703,2.057,3.921,6.665,-99999,-99999,-99999,0.475,0.449,0.5,0,3.16,3.75
2006,354,300,-99999,-99999,-99999,-99999,0.036,-99999,0,0,-61.246,-99999,0,-99999,295.95,1.121,103.25,-0.36,87.116,0.077,5.045,0,404.657,0.651,2,3.867,6.619,-99999,-99999,-99999,0.474,0.448,0.499,0,3.16,3.75
2006,354,330,0.397,-99999,-2.428,0.131,0.071,7.067,0,0,-43.879,-99999,0,-99999,330.17,0.947,103.25,-0.287,86.134,0.083,5.015,0,404.016,0.604,1.925,3.799,6.565,-99999,-99999,-99999,0.473,0.449,0.499,0,3.16,3.75
2006,354,400,-99999,-99999,-4.945,3.804,0.043,1.449,0,0,-25.064,-99999,0,-99999,309.04,1.361,103.26,-0.165,84.65,0.093,4.972,0,406.421,0.652,1.9,3.736,6.512,-99999,-99999,-99999,0.472,0.447,0.501,0,3.16,3.75
2006,354,430,-99999,-99999,-5.644,-0.19,0.063,4.5,0,0,-36.596,-99999,0,-99999,307.66,1.433,103.24,-0.339,86.765,0.079,5.033,0,413.616,0.682,1.904,3.683,6.465,-99999,-99999,-99999,0.474,0.448,0.498,0,3.16,3.75
2006,354,500,-99999,-99999,-1.927,0.043,0.032,0.993,0,0,-34.635,-99999,0,-99999,310.8,1.28,103.24,-0.345,87.489,0.075,5.073,0,416.363,0.709,1.897,3.637,6.42,-99999,-99999,-99999,0.473,0.447,0.499,0,3.16,3.75
2006,354,530,1.236,-99999,-6.237,3.16,0.09,10.985,0,0,-30.493,-99999,0,-99999,302.84,1.713,103.24,-0.391,87.062,0.077,5.031,0,417.626,0.695,1.897,3.605,6.374,-99999,-99999,-99999,0.475,0.447,0.5,0,3.16,3.75
2006,354,600,0.674,-99999,-5.972,4.861,0.083,11.41,0,0,-14.557,-99999,0,-99999,311.2,1.682,103.27,-0.228,86.783,0.079,5.074,0,414.374,0.754,1.89,3.568,6.325,-99999,-99999,-99999,0.473,0.448,0.499,0,3.16,3.75
2006,354,630,-99999,-99999,-3.948,5.744,0.1,16.39,0,0,-15.911,-99999,0,-99999,316.56,1.971,103.28,-0.005,85.577,0.088,5.085,0,409.13,0.793,1.918,3.536,6.272,-99999,-99999,-99999,0.473,0.448,0.498,0,3.16,3.75
2006,354,700,-99999,-99999,-99999,-99999,0.08,-99999,2.261,0.919,-14.407,-99999,0,-99999,320.71,2.034,103.28,0.109,83.678,0.1,5.013,0,406.527,0.802,1.927,3.51,6.218,-99999,-99999,-99999,0.473,0.449,0.499,0,3.16,3.75
2006,354,730,1.47,-99999,-5.387,8.161,0.078,10.649,17.591,1.407,7.005,-99999,25.663,-99999,308.22,1.645,103.28,0.184,84.955,0.093,5.118,0,407.22,0.917,1.932,3.476,6.177,-99999,-99999,-99999,0.475,0.448,0.499,0,3.16,3.75
2006,354,800,0.134,-99999,-1.369,6.308,0.145,56.079,57.694,4.048,42.606,-99999,78.964,-99999,304.59,2.198,103.28,0.428,85.109,0.094,5.219,0,406.568,1.109,2,3.461,6.133,-99999,-99999,-99999,0.473,0.446,0.499,0,3.16,3.75
2006,354,830,-99999,-99999,-99999,-99999,0.172,-99999,85.657,5.457,70.534,-99999,118.41,-99999,313.21,2.394,103.29,0.984,83.025,0.111,5.301,0,404.39,1.428,2.128,3.461,6.083,-99999,-99999,-99999,0.474,0.448,0.5,0,3.16,3.75
2006,354,900,0.478,-99999,-99999,14.801,0.186,-99999,128.18,8.109,112.22,-99999,176.82,-99999,323.81,2.744,103.3,1.67,81.127,0.13,5.442,0,401.374,1.883,2.332,3.489,6.038,-99999,-99999,-99999,0.474,0.446,0.498,0,3.16,3.75
2006,354,930,-99999,-99999,11.809,34.466,0.226,-67.366,219.11,14.927,185.6,-99999,290.05,-99999,328,3.58,103.3,2.302,79.215,0.15,5.56,0,399.99,2.883,2.653,3.528,5.982,-99999,-99999,-99999,0.473,0.447,0.497,0,3.16,3.75
2006,354,1000,-99999,-99999,26.411,47.412,0.248,-48.492,227.52,15.505,183.24,-99999,310.87,-99999,318.52,3.71,103.29,2.945,78.372,0.163,5.76,0,400.05,3.937,3.194,3.636,5.957,-99999,-99999,-99999,0.471,0.446,0.497,0,3.16,3.75
2006,354,1030,-0.928,-99999,41.705,54.42,0.232,-31.252,225.43,14.918,184.86,-99999,315.79,-99999,316.83,3.316,103.27,3.802,76.154,0.191,5.949,0,403.425,4.883,3.783,3.797,5.944,-99999,-99999,-99999,0.471,0.447,0.496,0,3.16,3.75
2006,354,1100,-99999,-99999,-99999,-99999,0.203,-99999,287.56,19.486,234.32,-99999,395.55,-99999,315.24,3.284,103.23,4.822,73.552,0.228,6.177,0,401.054,5.761,4.358,4.001,5.921,-99999,-99999,-99999,0.47,0.445,0.494,0,3.16,3.75
2006,354,1130,-99999,-99999,39.594,84.76,0.236,-26.964,273.08,18.162,216.22,-99999,373.93,-99999,313.32,3.503,103.16,5.762,70.849,0.268,6.357,0,396.606,6.66,4.999,4.255,5.909,-99999,-99999,-99999,0.468,0.444,0.494,0,3.16,3.75
2006,354,1200,-99999,-99999,36.827,83.537,0.24,-27.456,318.79,22.08,253.9,-99999,429.6,-99999,326.12,3.53,103.09,6.771,66.375,0.332,6.39,0,391.504,7.178,5.575,4.568,5.93,-99999,-99999,-99999,0.467,0.442,0.494,0,3.16,3.75
2006,354,1230,-99999,-99999,30.734,81.507,0.214,-25.23,265.76,17.413,211.92,-99999,362.14,-99999,324.82,3.215,103.05,7.494,63.808,0.375,6.458,0,389.256,7.887,6.139,4.887,5.957,-99999,-99999,-99999,0.466,0.441,0.493,0,3.16,3.75
2006,354,1300,-99999,-99999,23.711,73.65,0.189,-18.388,271.93,17.357,199.47,-99999,377.98,-99999,322.45,2.585,103.02,8.128,60.136,0.431,6.357,0,385.95,8.416,6.631,5.2,5.97,-99999,-99999,-99999,0.465,0.441,0.492,0,3.16,3.75
2006,354,1330,-99999,-99999,-99999,-99999,0.149,-99999,261.86,18.217,203.21,-99999,356.84,-99999,314.89,2.351,102.98,8.601,57.635,0.473,6.293,0,382.865,8.739,7.101,5.541,6.022,-99999,-99999,-99999,0.462,0.441,0.491,0,3.16,3.75
2006,354,1400,-99999,-99999,-99999,-99999,0.131,-99999,280.93,18.363,184.82,-99999,387.77,-99999,334.32,2.79,102.94,9.367,54.065,0.54,6.219,0,379.753,9.191,7.461,5.863,6.081,-99999,-99999,-99999,0.46,0.439,0.49,0,3.16,3.75
2006,354,1430,-99999,-99999,2.671,31.11,0.044,-1.195,128.2,7.723,94.158,-99999,184.7,-99999,347.7,1.626,102.93,9.599,51.354,0.581,6,0,377.175,9.03,7.794,6.19,6.158,-99999,-99999,-99999,0.462,0.437,0.49,0,3.16,3.75
2006,354,1500,0.057,-99999,7.663,56.178,0.063,-2.225,184.55,15.609,119.8,-99999,241.2,-99999,353.07,1.743,102.91,9.83,51.425,0.589,6.104,0,377.179,8.969,7.906,6.462,6.23,-99999,-99999,-99999,0.462,0.436,0.49,0,3.16,3.75
2006,354,1530,-99999,-99999,0.298,33.246,0.087,-26.788,147.51,14.177,52.87,-99999,192.92,-99999,375.79,1.473,102.89,9.979,51.033,0.6,6.119,0,377.422,8.692,7.964,6.687,6.308,-99999,-99999,-99999,0.462,0.438,0.489,0,3.16,3.75
2006,354,1600,-99999,-99999,-99999,-99999,0.041,-99999,68.299,7.842,-16.18,-99999,94.136,-99999,411.69,0.88,102.87,9.918,52.132,0.584,6.227,0,378.2,8.083,7.861,6.879,6.397,-99999,-99999,-99999,0.462,0.438,0.488,0,3.16,3.75
2006,354,1630,-99999,-99999,-99999,-99999,0.044,-99999,10.095,0.438,-37.169,-99999,20.923,-99999,430.42,0.773,102.89,9.316,55.767,0.519,6.397,0,378.88,7.468,7.64,7.009,6.495,-99999,-99999,-99999,0.463,0.438,0.49,0,3.16,3.75
2006,354,1700,-99999,-99999,-6.014,-99999,0.06,3.198,0,0,-13.666,-99999,0,-99999,417.85,0.878,102.91,8.467,62.475,0.415,6.768,0,385.363,7.101,7.36,7.052,6.588,-99999,-99999,-99999,0.462,0.437,0.489,0,3.16,3.75
2006,354,1730,-99999,-99999,-99999,-99999,0.045,-99999,0,0,-28.588,-99999,0,-99999,445.07,0.472,102.9,8.282,64.437,0.389,6.895,0,388.051,6.838,7.181,7.049,6.674,-99999,-99999,-99999,0.463,0.438,0.491,0,3.16,3.75
2006,354,1800,0.369,-99999,-4.789,-99999,0.029,1.058,0,0,-32.185,-99999,0,-99999,399.16,0.757,102.89,7.726,68.728,0.329,7.083,0,394.316,6.533,6.997,7.026,6.755,-99999,-99999,-99999,0.464,0.438,0.491,0,3.16,3.75
2006,354,1830,-99999,-99999,-4.655,9.527,0.074,4.119,0.457,1.454,-14.036,-99999,0,-99999,401.52,1.229,102.89,8.071,70.825,0.314,7.476,0,389.777,6.353,6.81,6.975,6.811,-99999,-99999,-99999,0.464,0.439,0.49,0,3.16,3.75
2006,354,1900,0.374,-99999,-8.098,2.759,0.085,9.225,0,0,-12.318,-99999,0,-99999,410.05,1.27,102.89,8.255,72.914,0.295,7.796,0,384.484,6.443,6.705,6.912,6.858,-99999,-99999,-99999,0.463,0.439,0.49,0,3.16,3.75
2006,354,1930,0.231,-99999,-18.333,10.826,0.157,24.971,0.045,0.607,-9.383,-99999,0,-99999,405.31,2.136,102.89,8.507,72.165,0.309,7.849,0,382.067,6.571,6.676,6.857,6.901,-99999,-99999,-99999,0.463,0.439,0.491,0,3.16,3.75
2006,354,2000,0.704,-99999,-17.542,9.676,0.166,29.898,0,0,-11.845,-99999,0,-99999,408.76,2.234,102.89,8.542,72.33,0.308,7.886,0,382,6.675,6.69,6.822,6.94,-99999,-99999,-99999,0.463,0.438,0.492,0,3.16,3.75
2006,354,2030,1.68,-99999,-18.503,14.584,0.159,22.804,0,0,-10.609,-99999,0,-99999,403.22,2.131,102.88,8.602,72.168,0.311,7.901,0,381.333,6.72,6.71,6.806,6.979,-99999,-99999,-99999,0.463,0.439,0.491,0,3.16,3.75
2006,354,2100,-99999,-99999,-19.672,15.325,0.185,29.54,0,0,-8.817,-99999,0,-99999,393.76,2.544,102.87,8.635,72.34,0.31,7.939,0,379.14,6.787,6.732,6.801,7.012,-99999,-99999,-99999,0.463,0.438,0.489,0,3.16,3.75
2006,354,2130,1.175,-99999,-20.985,14.288,0.187,35.539,0,0,-10.316,-99999,0,-99999,396.25,2.561,102.87,8.755,72.182,0.314,7.987,0,376.664,6.874,6.766,6.804,7.04,-99999,-99999,-99999,0.463,0.438,0.49,0,3.16,3.75
2006,354,2200,0.511,-99999,-15.719,9.322,0.133,16.354,0,0,-10.644,-99999,0,-99999,389.4,1.921,102.86,8.705,72.726,0.307,8.021,0,376.228,6.88,6.8,6.816,7.068,-99999,-99999,-99999,0.463,0.438,0.49,0,3.16,3.75
2006,354,2230,-99999,-99999,-99999,-99999,0.134,-99999,0,0,-10.855,-99999,0,-99999,336.24,1.915,102.84,7.982,76.127,0.257,7.995,0,383.231,6.845,6.818,6.836,7.101,-99999,-99999,-99999,0.462,0.438,0.49,0,3.16,3.75
2006,354,2300,-99999,-99999,-10.869,8.422,0.101,13.121,0,0,-11.816,-99999,0,-99999,315.98,2.071,102.82,6.817,81.182,0.186,7.873,0,400.71,6.659,6.8,6.859,7.135,-99999,-99999,-99999,0.464,0.437,0.49,0,3.16,3.75
2006,354,2330,1.097,-99999,-7.615,-99999,0.101,11.489,0,0,-12.775,-99999,0,-99999,329.63,2.548,102.79,6.636,82.678,0.169,7.922,0,396.352,6.501,6.734,6.866,7.158,-99999,-99999,-99999,0.463,0.439,0.491,0,3.16,3.75
2006,354,2400,1.142,-99999,-8.463,7.909,0.144,37.687,0,0,-20.439,-99999,0,-99999,336.4,2.623,102.77,6.454,82.24,0.171,7.782,0,395.693,6.352,6.662,6.862,7.177,-99999,-99999,-99999,0.462,0.439,0.491,0,3.16,3.75
2006,355,30,0.319,-99999,-10.117,4.899,0.142,19.353,0,0,-41.984,-99999,0,-99999,337.2,2.678,102.75,6.107,82.578,0.164,7.629,0,393.252,6.097,6.57,6.855,7.202,-99999,-99999,-99999,0.463,0.437,0.49,0,3.16,3.75
2006,355,100,0.534,-99999,-16.623,-99999,0.172,23.764,0,0,-45.351,-99999,0,-99999,340.43,3.146,102.73,5.708,79.037,0.192,7.1,0,390.974,5.637,6.407,6.834,7.223,-99999,-99999,-99999,0.464,0.44,0.491,0,3.16,3.75
2006,355,130,0.122,-99999,-9.8,8.93,0.148,23.176,0,0,-43.636,-99999,0,-99999,341.47,2.961,102.72,5.306,76.758,0.207,6.703,0,390.753,5.279,6.185,6.786,7.241,-99999,-99999,-99999,0.463,0.437,0.491,0,3.16,3.75
2006,355,200,-99999,-99999,-10.755,14.332,0.13,15.443,0,0,-22.003,-99999,0,-99999,338.36,2.346,102.71,4.814,77.884,0.19,6.572,0,391.362,4.909,5.945,6.71,7.256,-99999,-99999,-99999,0.464,0.439,0.491,0,3.16,3.75
2006,355,230,-99999,-99999,-99999,10.743,0.124,-99999,0,0,-48.276,-99999,0,-99999,355.33,2.703,102.65,4.543,78.494,0.182,6.503,0,392.078,4.796,5.768,6.617,7.264,-99999,-99999,-99999,0.463,0.44,0.492,0,3.16,3.75
2006,355,300,-99999,-99999,-99999,-99999,0.11,-99999,0,0,-63.934,-99999,0,-99999,333.34,1.684,102.6,3.781,81.049,0.152,6.366,0,390.147,4.326,5.55,6.528,7.284,-99999,-99999,-99999,0.464,0.441,0.492,0,3.16,3.75
2006,355,330,-99999,-99999,-99999,10.035,0.164,-99999,0.191,1.181,-15.813,-99999,0,-99999,319.79,3.486,102.6,3.531,83.459,0.13,6.442,0,390.089,4.022,5.32,6.429,7.283,-99999,-99999,-99999,0.464,0.44,0.492,0,3.16,3.75
2006,355,400,1.111,-99999,-7.491,9.262,0.129,39.304,0.141,0.623,-9.554,-99999,0,-99999,327.24,2.431,102.59,3.969,81.888,0.147,6.519,0,389.599,4.243,5.159,6.295,7.264,-99999,-99999,-99999,0.464,0.438,0.493,0,3.16,3.75
2006,355,430,-99999,-99999,-99999,-99999,0.076,-99999,0,0,-40.422,-99999,0,-99999,326.6,1.446,102.57,3.839,82.311,0.142,6.495,0,389.19,4.23,5.108,6.18,7.258,-99999,-99999,-99999,0.464,0.44,0.494,0,3.16,3.75
